date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:56:26	115931/115931	---MCZ	200	added ('OK')	text/html	etag:W/%221c4db-54ea14d299dcf%22	http://html.iwthemes.com/jekas/run/feature-icons.html	C:/My%20Web%20Sites/smartcompany/html.iwthemes.com/jekas/run/feature-icons.html	(from http://html.iwthemes.com/jekas/run/)
13:56:26	59447/59447	---MCZ	200	added ('OK')	text/html	etag:W/%22e837-54ea14d1a4bfe%22	http://html.iwthemes.com/jekas/run/feature-elements.html	C:/My%20Web%20Sites/smartcompany/html.iwthemes.com/jekas/run/feature-elements.html	(from http://html.iwthemes.com/jekas/run/)
13:56:26	31457/31457	---MCZ	200	added ('OK')	text/html	etag:W/%227ae1-54ea14d7da91e%22	http://html.iwthemes.com/jekas/run/page-blog-01.html	C:/My%20Web%20Sites/smartcompany/html.iwthemes.com/jekas/run/page-blog-01.html	(from http://html.iwthemes.com/jekas/run/)
13:56:27	34063/34063	---MCZ	200	added ('OK')	text/html	etag:W/%22850f-54ea14d7fbc5c%22	http://html.iwthemes.com/jekas/run/page-blog-02.html	C:/My%20Web%20Sites/smartcompany/html.iwthemes.com/jekas/run/page-blog-02.html	(from http://html.iwthemes.com/jekas/run/)
13:56:27	31508/31508	---MCZ	200	added ('OK')	text/html	etag:W/%227b14-54ea14dc010df%22	http://html.iwthemes.com/jekas/run/single-post.html	C:/My%20Web%20Sites/smartcompany/html.iwthemes.com/jekas/run/single-post.html	(from http://html.iwthemes.com/jekas/run/)
13:56:28	27268/27268	---MCZ	200	added ('OK')	text/html	etag:W/%226a84-54ea14d93b1a9%22	http://html.iwthemes.com/jekas/run/page-contact-02.html	C:/My%20Web%20Sites/smartcompany/html.iwthemes.com/jekas/run/page-contact-02.html	(from http://html.iwthemes.com/jekas/run/)
13:56:28	25781/25781	---MCZ	200	added ('OK')	text/html	etag:W/%2264b5-54ea14d9305ca%22	http://html.iwthemes.com/jekas/run/page-contact-01.html	C:/My%20Web%20Sites/smartcompany/html.iwthemes.com/jekas/run/page-contact-01.html	(from http://html.iwthemes.com/jekas/run/)
13:56:50	125505/125505	---M--	200	added ('OK')	image/jpeg	etag:%221ea41-54ea15e70ab20%22	http://html.iwthemes.com/jekas/run/img/slide/slides/2.jpg	C:/My%20Web%20Sites/smartcompany/html.iwthemes.com/jekas/run/img/slide/slides/2.jpg	(from http://html.iwthemes.com/jekas/run/)
13:56:53	143989/143989	---M--	200	added ('OK')	image/jpeg	etag:%2223275-54ea15e830a3a%22	http://html.iwthemes.com/jekas/run/img/slide/slides/1.jpg	C:/My%20Web%20Sites/smartcompany/html.iwthemes.com/jekas/run/img/slide/slides/1.jpg	(from http://html.iwthemes.com/jekas/run/)
13:57:22	169178/169178	---M--	200	added ('OK')	image/jpeg	etag:%22294da-54ea155e185e1%22	http://html.iwthemes.com/jekas/run/img/gallery/2.jpg	C:/My%20Web%20Sites/smartcompany/html.iwthemes.com/jekas/run/img/gallery/2.jpg	(from http://html.iwthemes.com/jekas/run/)
13:57:24	203886/203886	---M--	200	added ('OK')	image/jpeg	etag:%2231c6e-54ea155bd44b8%22	http://html.iwthemes.com/jekas/run/img/gallery/1.jpg	C:/My%20Web%20Sites/smartcompany/html.iwthemes.com/jekas/run/img/gallery/1.jpg	(from http://html.iwthemes.com/jekas/run/)
13:57:25	365306/365306	---M--	200	added ('OK')	image/png	etag:%22592fa-54ea15eaa490b%22	http://html.iwthemes.com/jekas/run/img/slide/slides/video-bg.png	C:/My%20Web%20Sites/smartcompany/html.iwthemes.com/jekas/run/img/slide/slides/video-bg.png	(from http://html.iwthemes.com/jekas/run/)
13:57:50	146291/146291	---M--	200	added ('OK')	image/jpeg	etag:%2223b73-54ea155fb66d1%22	http://html.iwthemes.com/jekas/run/img/gallery/5.jpg	C:/My%20Web%20Sites/smartcompany/html.iwthemes.com/jekas/run/img/gallery/5.jpg	(from http://html.iwthemes.com/jekas/run/)
13:57:51	155282/155282	---M--	200	added ('OK')	image/jpeg	etag:%2225e92-54ea155e7bf9d%22	http://html.iwthemes.com/jekas/run/img/gallery/4.jpg	C:/My%20Web%20Sites/smartcompany/html.iwthemes.com/jekas/run/img/gallery/4.jpg	(from http://html.iwthemes.com/jekas/run/)
13:57:58	220637/220637	---M--	200	added ('OK')	image/jpeg	etag:%2235ddd-54ea155d1b70b%22	http://html.iwthemes.com/jekas/run/img/gallery/3.jpg	C:/My%20Web%20Sites/smartcompany/html.iwthemes.com/jekas/run/img/gallery/3.jpg	(from http://html.iwthemes.com/jekas/run/)
13:58:18	162179/162179	---M--	200	added ('OK')	image/jpeg	etag:%2227983-54ea15603a42c%22	http://html.iwthemes.com/jekas/run/img/gallery/6.jpg	C:/My%20Web%20Sites/smartcompany/html.iwthemes.com/jekas/run/img/gallery/6.jpg	(from http://html.iwthemes.com/jekas/run/)
13:58:26	206742/206742	---M--	200	added ('OK')	image/png	etag:%2232796-54ea15818f631%22	http://html.iwthemes.com/jekas/run/img/services/1.png	C:/My%20Web%20Sites/smartcompany/html.iwthemes.com/jekas/run/img/services/1.png	(from http://html.iwthemes.com/jekas/run/)
13:58:42	139804/139804	---M--	200	added ('OK')	image/jpeg	etag:%222221c-54ea1558e4596%22	http://html.iwthemes.com/jekas/run/img/commnets/2.jpg	C:/My%20Web%20Sites/smartcompany/html.iwthemes.com/jekas/run/img/commnets/2.jpg	(from http://html.iwthemes.com/jekas/run/)
13:58:43	270246/270246	---M--	200	added ('OK')	image/jpeg	etag:%2241fa6-54ea15587cd5b%22	http://html.iwthemes.com/jekas/run/img/commnets/1.jpg	C:/My%20Web%20Sites/smartcompany/html.iwthemes.com/jekas/run/img/commnets/1.jpg	(from http://html.iwthemes.com/jekas/run/)
13:58:43	100928/100928	---M--	200	added ('OK')	image/jpeg	etag:%2218a40-54ea1559411f3%22	http://html.iwthemes.com/jekas/run/img/commnets/3.jpg	C:/My%20Web%20Sites/smartcompany/html.iwthemes.com/jekas/run/img/commnets/3.jpg	(from http://html.iwthemes.com/jekas/run/)
13:58:44	2341/2341	---MCZ	200	added ('OK')	application/javascript	etag:W/%22925-54ea15b925bf0%22	http://html.iwthemes.com/jekas/run/js/nav/tinynav.js	C:/My%20Web%20Sites/smartcompany/html.iwthemes.com/jekas/run/js/nav/tinynav.js	(from http://html.iwthemes.com/jekas/run/)
13:58:45	6985/6985	---MCZ	200	added ('OK')	application/javascript	etag:W/%221b49-54ea15b925bf0%22	http://html.iwthemes.com/jekas/run/js/nav/superfish.js	C:/My%20Web%20Sites/smartcompany/html.iwthemes.com/jekas/run/js/nav/superfish.js	(from http://html.iwthemes.com/jekas/run/)
13:58:45	4938/4938	---MCZ	200	added ('OK')	application/javascript	etag:W/%22134a-54ea15b8a3dd4%22	http://html.iwthemes.com/jekas/run/js/nav/hoverIntent.js	C:/My%20Web%20Sites/smartcompany/html.iwthemes.com/jekas/run/js/nav/hoverIntent.js	(from http://html.iwthemes.com/jekas/run/)
13:58:46	4515/4515	---MCZ	200	added ('OK')	application/javascript	etag:W/%2211a3-54ea15b8b85f3%22	http://html.iwthemes.com/jekas/run/js/nav/jquery.sticky.js	C:/My%20Web%20Sites/smartcompany/html.iwthemes.com/jekas/run/js/nav/jquery.sticky.js	(from http://html.iwthemes.com/jekas/run/)
13:58:46	95786/95786	---MCZ	200	added ('OK')	application/javascript	etag:W/%221762a-54ea15188ecd6%22	http://html.iwthemes.com/jekas/run/js/jquery.js	C:/My%20Web%20Sites/smartcompany/html.iwthemes.com/jekas/run/js/jquery.js	(from http://html.iwthemes.com/jekas/run/)
13:58:46	1797/1797	---MCZ	200	added ('OK')	application/javascript	etag:W/%22705-54ea15c53d6db%22	http://html.iwthemes.com/jekas/run/js/totop/jquery.ui.totop.js	C:/My%20Web%20Sites/smartcompany/html.iwthemes.com/jekas/run/js/totop/jquery.ui.totop.js	(from http://html.iwthemes.com/jekas/run/)
13:58:50	79151/79151	---MCZ	200	added ('OK')	application/javascript	etag:W/%221352f-54ea15aec295d%22	http://html.iwthemes.com/jekas/run/js/carousel/owl.carousel.js	C:/My%20Web%20Sites/smartcompany/html.iwthemes.com/jekas/run/js/carousel/owl.carousel.js	(from http://html.iwthemes.com/jekas/run/)
13:58:51	106867/106867	---MCZ	200	added ('OK')	application/javascript	etag:W/%221a173-54ea16024c326%22	http://html.iwthemes.com/jekas/run/js/rs-plugin/js/jquery.themepunch.revolution.min.js	C:/My%20Web%20Sites/smartcompany/html.iwthemes.com/jekas/run/js/rs-plugin/js/jquery.themepunch.revolution.min.js	(from http://html.iwthemes.com/jekas/run/)
13:58:51	93487/93487	---MCZ	200	added ('OK')	application/javascript	etag:W/%2216d2f-54ea1603760c0%22	http://html.iwthemes.com/jekas/run/js/rs-plugin/js/jquery.themepunch.tools.min.js	C:/My%20Web%20Sites/smartcompany/html.iwthemes.com/jekas/run/js/rs-plugin/js/jquery.themepunch.tools.min.js	(from http://html.iwthemes.com/jekas/run/)
13:58:52	23135/23135	---MCZ	200	added ('OK')	application/javascript	etag:W/%225a5f-54ea15b276d21%22	http://html.iwthemes.com/jekas/run/js/fancybox/jquery.fancybox.pack.js	C:/My%20Web%20Sites/smartcompany/html.iwthemes.com/jekas/run/js/fancybox/jquery.fancybox.pack.js	(from http://html.iwthemes.com/jekas/run/)
13:58:52	9447/9447	---MCZ	200	added ('OK')	application/javascript	etag:W/%2224e7-54ea15b653185%22	http://html.iwthemes.com/jekas/run/js/gallery/modernizr.custom.26633.js	C:/My%20Web%20Sites/smartcompany/html.iwthemes.com/jekas/run/js/gallery/modernizr.custom.26633.js	(from http://html.iwthemes.com/jekas/run/)
13:58:52	19407/19407	---MCZ	200	added ('OK')	application/javascript	etag:W/%224bcf-54ea15b64a4e5%22	http://html.iwthemes.com/jekas/run/js/gallery/jquery.gridrotator.js	C:/My%20Web%20Sites/smartcompany/html.iwthemes.com/jekas/run/js/gallery/jquery.gridrotator.js	(from http://html.iwthemes.com/jekas/run/)
13:58:53	8347/8347	---MCZ	200	added ('OK')	application/javascript	etag:W/%22209b-54ea15c149b76%22	http://html.iwthemes.com/jekas/run/js/team/modernizr.custom.63321.js	C:/My%20Web%20Sites/smartcompany/html.iwthemes.com/jekas/run/js/team/modernizr.custom.63321.js	(from http://html.iwthemes.com/jekas/run/)
13:58:53	3931/3931	---MCZ	200	added ('OK')	application/javascript	etag:W/%22f5b-54ea15c14ca56%22	http://html.iwthemes.com/jekas/run/js/team/jquery.catslider.js	C:/My%20Web%20Sites/smartcompany/html.iwthemes.com/jekas/run/js/team/jquery.catslider.js	(from http://html.iwthemes.com/jekas/run/)
13:58:54	6348/6348	---MCZ	200	added ('OK')	application/javascript	etag:W/%2218cc-54ea15c339ce9%22	http://html.iwthemes.com/jekas/run/js/theme-options/theme-options.js	C:/My%20Web%20Sites/smartcompany/html.iwthemes.com/jekas/run/js/theme-options/theme-options.js	(from http://html.iwthemes.com/jekas/run/)
13:58:55	43251/43251	---MCZ	200	added ('OK')	application/javascript	etag:W/%22a8f3-54ea15b471a73%22	http://html.iwthemes.com/jekas/run/js/filters/jquery.isotope.js	C:/My%20Web%20Sites/smartcompany/html.iwthemes.com/jekas/run/js/filters/jquery.isotope.js	(from http://html.iwthemes.com/jekas/run/)
13:58:55	1782/1782	---MCZ	200	added ('OK')	application/javascript	etag:W/%226f6-54ea15c338d49%22	http://html.iwthemes.com/jekas/run/js/theme-options/jquery.cookies.js	C:/My%20Web%20Sites/smartcompany/html.iwthemes.com/jekas/run/js/theme-options/jquery.cookies.js	(from http://html.iwthemes.com/jekas/run/)
13:58:55	13830/13830	---MCZ	200	added ('OK')	application/javascript	etag:W/%223606-54ea15c79dd2a%22	http://html.iwthemes.com/jekas/run/js/twitter/jquery.tweet.js	C:/My%20Web%20Sites/smartcompany/html.iwthemes.com/jekas/run/js/twitter/jquery.tweet.js	(from http://html.iwthemes.com/jekas/run/)
13:58:56	6299/6299	---MCZ	200	added ('OK')	application/javascript	etag:W/%22189b-54ea15a8a336c%22	http://html.iwthemes.com/jekas/run/js/animations/wow.min.js	C:/My%20Web%20Sites/smartcompany/html.iwthemes.com/jekas/run/js/animations/wow.min.js	(from http://html.iwthemes.com/jekas/run/)
13:58:56	2037/2037	---MCZ	200	added ('OK')	application/javascript	etag:W/%227f5-54ea15bb0f002%22	http://html.iwthemes.com/jekas/run/js/parallax/jquery.inview.js	C:/My%20Web%20Sites/smartcompany/html.iwthemes.com/jekas/run/js/parallax/jquery.inview.js	(from http://html.iwthemes.com/jekas/run/)
13:58:57	1770/1770	---MCZ	200	added ('OK')	application/javascript	etag:W/%226ea-54ea15bb0f002%22	http://html.iwthemes.com/jekas/run/js/parallax/nbw-parallax.js	C:/My%20Web%20Sites/smartcompany/html.iwthemes.com/jekas/run/js/parallax/nbw-parallax.js	(from http://html.iwthemes.com/jekas/run/)
13:58:59	9203/9203	---MCZ	200	added ('OK')	application/javascript	etag:W/%2223f3-54ea1518fc2d0%22	http://html.iwthemes.com/jekas/run/js/main.js	C:/My%20Web%20Sites/smartcompany/html.iwthemes.com/jekas/run/js/main.js	(from http://html.iwthemes.com/jekas/run/)
13:58:59	132546/132546	---MCZ	200	added ('OK')	text/css	etag:W/%22205c2-54ea15388e1d5%22	http://html.iwthemes.com/jekas/run/css/bootstrap/bootstrap.css	C:/My%20Web%20Sites/smartcompany/html.iwthemes.com/jekas/run/css/bootstrap/bootstrap.css	(from http://html.iwthemes.com/jekas/run/css/style.css)
13:58:59	60681/60681	---MCZ	200	added ('OK')	application/javascript	etag:W/%22ed09-54ea15ac78a6e%22	http://html.iwthemes.com/jekas/run/js/bootstrap/bootstrap.js	C:/My%20Web%20Sites/smartcompany/html.iwthemes.com/jekas/run/js/bootstrap/bootstrap.js	(from http://html.iwthemes.com/jekas/run/)
13:58:59	21368/21368	---MCZ	200	added ('OK')	text/css	etag:W/%225378-54ea15365f86e%22	http://html.iwthemes.com/jekas/run/css/bootstrap/bootstrap-theme.css	C:/My%20Web%20Sites/smartcompany/html.iwthemes.com/jekas/run/css/bootstrap/bootstrap-theme.css	(from http://html.iwthemes.com/jekas/run/css/style.css)
